miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped
hsa-mir-18b	1	0.233558	2	0.930881	3	1.454419	1	0.589062	0	0	1	0.496378	0	0	1	0.392815	0	0	0	0	1	0.494878	1	0.344771	1	0.323152	0	0	1	0.280341	0	0	0	0
hsa-mir-190	9	2.102018	17	7.91249	39	18.90745	6	3.534372	11	4.262444	19	9.431176	11	5.916603	12	4.713776	9	3.81575	17	5.721055	4	1.979513	24	8.274515	12	3.877821	15	5.416418	22	6.167494	11	3.485156	13	5.601456
hsa-mir-1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-190b	9	2.102018	0	0	0	0	6	3.534372	1	0.387495	6	2.978266	2	1.075746	2	0.785629	9	3.81575	10	3.365326	23	11.3822	12	4.137258	27	8.725098	11	3.97204	14	3.924769	24	7.603977	3	1.292644
hsa-mir-191	886	206.932036	1153	536.65298	1392	674.850522	663	390.548146	665	257.684121	642	318.674473	561	301.746743	857	336.642142	1141	483.752324	1411	474.847551	774	383.035771	1851	638.171994	1282	414.280595	1417	511.670936	1886	528.72244	1759	557.308167	424	182.693654
hsa-mir-1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.392815	2	0.847944	0	0	0	0	0	0	0	0	1	0.361095	0	0	2	0.633665	0	0
hsa-mir-1911	1	0.233558	0	0	0	0	0	0	0	0	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.423972	1	0.336533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1914	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-192	554	129.390912	605	281.591546	692	335.486035	196	115.456164	250	96.87373	993	492.90304	270	145.225705	397	155.94741	361	153.053978	673	226.486465	457	226.159364	610	210.310598	1194	385.843237	545	196.796514	914	256.231342	405	128.317116	343	147.792272
hsa-mir-193a	1356	316.70411	4554	2119.616365	3413	1654.644276	2549	1501.519191	1987	769.952404	1774	880.574011	782	420.616671	1119	439.559576	1728	732.624028	1434	482.587801	976	483.001179	1492	514.399036	1409	455.320872	1652	596.528148	1955	548.065944	2100	665.34801	992	427.43421
hsa-mir-193b	75	17.51682	523	243.425419	749	363.120001	268	157.868632	206	79.823953	90	44.673992	44	23.666411	72	28.282654	166	70.379392	109	36.682057	94	46.518556	210	72.402009	122	39.424518	149	53.803084	169	47.377568	240	76.039773	68	29.299926
hsa-mir-194-1	279	65.162571	349	162.43876	259	125.56486	106	62.440578	145	56.186763	342	169.761168	97	52.173679	159	62.457527	179	75.891031	244	82.113963	163	80.665156	233	80.331753	414	133.784841	231	83.412834	232	65.039028	198	62.732812	169	72.818933
hsa-mir-194-2	266	62.126322	321	149.406424	262	127.019279	126	74.22182	132	51.149329	370	183.659743	103	55.400917	179	70.31382	195	82.674586	219	73.700647	153	75.716373	233	80.331753	454	146.710913	252	90.995819	261	73.168906	201	63.68331	154	66.355714
hsa-mir-195	644	150.411096	123	57.24919	304	147.381148	126	74.22182	320	123.998374	309	153.380704	573	308.201218	359	141.020454	400	169.588895	807	271.581838	360	178.156173	585	201.691311	485	156.728618	441	159.242684	1078	302.207206	489	154.931037	355	152.962847
hsa-mir-196a-1	226	52.784018	6	2.792643	18	8.726515	79	46.535903	127	49.211855	154	76.442163	163	87.673296	63	24.747322	268	113.62456	572	192.496668	758	375.117719	127	43.785977	411	132.815386	377	136.132634	363	101.763651	617	195.485582	140	60.323376
hsa-mir-196a-2	19	4.437594	0	0	0	0	11	6.479683	24	9.299878	27	13.402197	25	13.446825	9	3.535332	39	16.534917	95	31.970601	61	30.187574	26	8.964058	52	16.803893	52	18.776915	51	14.297372	81	25.663423	16	6.8941
hsa-mir-196b	574	134.062064	716	333.25545	925	448.445929	183	107.798357	375	145.310595	432	214.435159	246	132.316753	651	255.722327	937	397.261987	579	194.852397	496	245.459616	531	183.073651	889	287.281941	748	270.098702	1273	356.87363	370	117.227983	438	188.725992
hsa-mir-197	349	81.511603	1110	516.639035	1892	917.253727	458	269.790424	611	236.759395	418	207.485872	145	77.991582	301	118.237205	490	207.746397	540	181.727624	214	105.903947	824	284.091693	486	157.05177	496	179.102882	924	259.034748	634	200.871733	280	120.646753
hsa-mir-1972-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1972-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1976	8	1.868461	51	23.737469	32	15.513805	16	9.424993	8	3.099959	12	5.956532	3	1.613619	23	9.034737	11	4.663695	10	3.365326	14	6.928296	12	4.137258	13	4.200973	15	5.416418	19	5.326472	12	3.801989	12	5.170575
hsa-mir-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-199a-1	5685	1327.774974	2726	1268.790999	4278	2074.00182	1781	1049.119529	3405	1319.420199	4033	2001.891199	2898	1558.7559	4924	1934.219261	5352	2269.099419	7289	2452.986391	3311	1638.54191	6307	2174.473672	7420	2397.786281	6579	2375.640853	9249	2592.870545	5215	1652.280892	4201	1810.132173
hsa-mir-199a-2	10209	2384.38957	4610	2145.681037	7448	3610.838138	3137	1847.887682	5763	2233.133218	7028	3488.542362	5302	2851.802547	8413	3304.749522	9267	3928.950732	13299	4475.547539	5944	2941.556362	11357	3915.569604	13308	4300.50402	11396	4115.033159	16994	4764.108773	9350	2962.382808	7586	3268.665238
hsa-mir-199b	13759	3213.519061	6227	2898.298442	10441	5061.863722	4144	2441.073177	7906	3063.534829	9662	4796.001181	7611	4093.751261	11727	4606.537221	12576	5331.874869	18329	6168.306702	8658	4284.655953	16156	5570.127896	17769	5742.084155	15745	5685.43323	24283	6807.511671	12998	4118.187351	10684	4603.535381
hsa-mir-19a	51	11.911438	52	24.20291	76	36.845287	11	6.479683	22	8.524888	25	12.409442	36	19.363427	60	23.568878	47	19.926695	81	27.259144	21	10.392443	61	21.03106	31	10.017705	40	14.443781	101	28.314404	27	8.554474	36	15.511725
hsa-mir-19b-1	4	0.93423	2	0.930881	12	5.817677	3	1.767186	7	2.712464	10	4.963777	12	6.454476	19	7.463478	17	7.207528	17	5.721055	8	3.959026	27	9.30883	16	5.170429	24	8.666268	30	8.410219	13	4.118821	8	3.44705
hsa-mir-19b-2	200	46.711521	197	91.691793	319	154.653245	57	33.576537	136	52.699309	150	74.456653	279	150.066562	259	101.73899	251	106.417032	497	167.256721	120	59.385391	466	160.663506	250	80.787947	281	101.46756	650	182.221414	236	74.772443	118	50.843989
hsa-mir-200a	889	207.632709	7	3.258084	16	7.756903	341	200.870162	352	136.398211	499	247.692464	340	182.876814	1232	483.94763	1671	708.45761	910	306.2447	1355	670.560039	1749	603.005304	1433	463.076515	1574	568.362776	1616	453.030468	1377	436.278195	558	240.431743
hsa-mir-200b	848	198.056847	8	3.723525	10	4.848064	401	236.213886	463	179.410147	601	298.322988	425	228.596017	1031	404.991888	1575	667.756275	1251	421.002329	1088	538.427544	2341	807.110015	1367	441.748497	1162	419.591833	1888	529.283121	1454	460.674289	572	246.464081
hsa-mir-200c	16531	3860.940737	68	31.649959	135	65.448865	10037	5912.415897	8181	3170.095932	7281	3614.125916	6833	3675.286081	15201	5971.175262	21752	9222.244127	13764	4632.035215	15652	7745.834486	30195	10410.374587	16833	5439.614079	18009	6502.951226	26646	7469.956595	27055	8571.900199	8095	3487.983799
hsa-mir-202	11	2.569134	1	0.465441	1	0.484806	2	1.178124	1	0.387495	3	1.489133	15	8.068095	2	0.785629	4	1.695889	3	1.009598	7	3.464148	12	4.137258	7	2.262063	7	2.527662	5	1.401703	4	1.26733	0	0
hsa-mir-203	7523	1757.053848	141	65.627121	191	92.598024	3263	1922.109502	3351	1298.495473	4995	2479.406531	2612	1404.924227	7313	2872.653424	12313	5220.37017	9384	3158.022265	8767	4338.597683	9816	3384.276766	7258	2345.435691	9951	3593.251577	8091	2268.236088	13037	4130.543814	5193	2237.566383
hsa-mir-204	38	8.875189	8	3.723525	11	5.332871	26	15.315614	27	10.462363	31	15.387708	7	3.765111	52	20.426361	10	4.239722	67	22.547687	20	9.897565	117	40.338262	24	7.755643	30	10.832836	65	18.222141	82	25.980256	14	6.032338
hsa-mir-205	8687	2028.914898	15	6.981609	43	20.846676	3474	2046.401597	5455	2113.784783	5101	2532.022565	5847	3144.943322	8874	3485.837068	7518	3187.423288	27513	9259.02244	3415	1690.009249	56774	19574.055533	9375	3029.54803	10237	3696.52461	15145	4245.758937	11097	3515.888986	4782	2060.474185
hsa-mir-2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-206	7	1.634903	11	5.119846	0	0	0	0	2	0.77499	1	0.496378	1	0.537873	9	3.535332	6	2.543833	1	0.336533	4	1.979513	3	1.034314	7	2.262063	8	2.888756	6	1.682044	2	0.633665	0	0
hsa-mir-208a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-208b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-20a	298	69.600166	348	161.973319	323	156.59247	175	103.085861	189	73.23654	211	104.735691	238	128.01377	308	120.986907	353	149.6622	496	166.920188	160	79.180521	489	168.59325	364	117.627252	343	123.855421	610	171.007788	382	121.029971	201	86.607133
hsa-mir-20b	19	4.437594	223	103.793248	117	56.72235	27	15.904676	14	5.424929	21	10.423931	15	8.068095	8	3.142517	10	4.239722	19	6.39412	20	9.897565	10	3.447715	12	3.877821	5	1.805473	27	7.569197	8	2.534659	16	6.8941
hsa-mir-21	721838	168590.753128	49439	23010.916443	108188	52450.235834	78813	46425.748138	108380	41996.699318	163940	81376.157491	162590	87452.768029	289220	113609.848649	167631	71070.890278	265770	89440.278918	231715	114670.715431	202267	69735.891262	241976	78194.97751	348864	125972.878913	193020	54111.349619	187073	59270.784917	211322	91054.689604
hsa-mir-210	106	24.757106	513	238.771013	428	207.497143	261	153.745198	120	46.49939	258	128.065442	23	12.371079	346	135.913864	251	106.417032	292	98.26753	429	212.302772	455	156.87102	408	131.84593	336	121.327759	364	102.043992	601	190.416264	213	91.777708
hsa-mir-211	0	0	2	0.930881	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	3	1.484635	0	0	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-2110	23	5.371825	44	20.479385	36	17.453031	17	10.014055	31	12.012342	17	8.438421	18	9.681714	17	6.677849	24	10.175334	19	6.39412	19	9.402687	28	9.653601	17	5.49358	18	6.499701	28	7.849538	19	6.019815	21	9.048506
hsa-mir-2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2114	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336533	0	0	1	0.344771	1	0.323152	1	0.361095	0	0	0	0	2	0.861763
hsa-mir-2115	5	1.167788	1	0.465441	0	0	0	0	0	0	1	0.496378	1	0.537873	1	0.392815	2	0.847944	3	1.009598	21	10.392443	6	2.068629	8	2.585214	7	2.527662	2	0.560681	3	0.950497	2	0.861763
hsa-mir-2116	0	0	1	0.465441	0	0	1	0.589062	0	0	1	0.496378	0	0	0	0	1	0.423972	4	1.346131	2	0.989757	2	0.689543	1	0.323152	0	0	5	1.401703	3	0.950497	0	0
hsa-mir-2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-212	9	2.102018	5	2.327203	5	2.424032	3	1.767186	9	3.487454	6	2.978266	5	2.689365	24	9.427551	46	19.502723	10	3.365326	11	5.443661	11	3.792486	22	7.109339	53	19.13801	14	3.924769	4	1.26733	3	1.292644
hsa-mir-214	61	14.247014	42	19.548504	80	38.784513	22	12.959365	43	16.662282	41	20.351485	27	14.52257	47	18.462288	49	20.77464	124	41.730047	29	14.351469	91	31.374204	85	27.467902	75	27.082089	95	26.63236	91	28.831747	25	10.772031
hsa-mir-215	35	8.174516	47	21.875707	86	41.693351	15	8.835931	21	8.137393	18	8.934798	21	11.295333	6	2.356888	49	20.77464	16	5.384522	9	4.453904	20	6.895429	18	5.816732	9	3.249851	23	6.447835	16	5.069318	5	2.154406
hsa-mir-216a	7	1.634903	0	0	2	0.969613	1	0.589062	0	0	1	0.496378	0	0	3	1.178444	0	0	1	0.336533	2	0.989757	0	0	1	0.323152	2	0.722189	0	0	0	0	1	0.430881
hsa-mir-216b	1	0.233558	0	0	1	0.484806	0	0	1	0.387495	0	0	0	0	1	0.392815	0	0	0	0	0	0	1	0.344771	2	0.646304	0	0	0	0	0	0	0	0
hsa-mir-217	139	32.464507	4	1.861762	26	12.604967	148	87.181185	40	15.499797	51	25.315262	16	8.605968	55	21.604805	32	13.567112	46	15.480501	25	12.371956	36	12.411773	41	13.249223	53	19.13801	36	10.092263	52	16.475284	33	14.219082
hsa-mir-218-1	7	1.634903	1	0.465441	2	0.969613	5	2.94531	3	1.162485	4	1.985511	1	0.537873	6	2.356888	7	2.967806	9	3.028794	4	1.979513	3	1.034314	2	0.646304	8	2.888756	2	0.560681	6	1.900994	6	2.585288
hsa-mir-218-2	255	59.557189	43	20.013945	111	53.813511	60	35.343724	136	52.699309	98	48.645013	197	105.960977	164	64.4216	129	54.692419	224	75.383311	94	46.518556	165	56.887293	195	63.014599	240	86.662685	160	44.854502	140	44.356534	184	79.282152
hsa-mir-219-1	4	0.93423	1	0.465441	0	0	0	0	5	1.937475	5	2.481888	7	3.765111	5	1.964073	8	3.391778	10	3.365326	8	3.959026	13	4.482029	6	1.938911	11	3.97204	6	1.682044	7	2.217827	6	2.585288
hsa-mir-219-2	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	1	0.423972	0	0	0	0	1	0.344771	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-22	287897	67240.533268	457867	213109.878418	415382	201379.856003	214791	126525.228939	217148	84143.746665	150247	74579.257866	139225	74885.365821	168209	66074.956889	194759	82572.409159	134209	45165.70867	136071	67338.579373	113941	39283.606254	168323	54393.87873	176757	63825.984217	122666	34388.264492	161266	51094.291536	170928	73649.671992
hsa-mir-221	401	93.656599	160	74.470492	315	152.714019	172	101.318674	318	123.223384	228	113.174112	249	133.930372	431	169.303108	385	163.229312	440	148.07436	189	93.531991	428	147.56219	308	99.530751	531	191.741191	435	121.948177	296	93.782386	312	134.434953
hsa-mir-222	135	31.530276	84	39.097008	143	69.327317	102	60.08433	100	38.749492	95	47.15588	80	43.029839	177	69.52819	173	73.347197	176	59.229744	65	32.167087	153	52.750035	147	47.503313	196	70.774526	282	79.056059	154	48.792187	126	54.291039
hsa-mir-223	716	167.227244	1976	919.71057	844	409.17661	226	133.128026	257	99.586194	226	112.181357	369	198.47513	217	85.240776	184	78.010892	385	129.565065	142	70.272713	217	74.815409	228	73.678608	207	74.746566	386	108.211486	234	74.138778	496	213.717105
hsa-mir-224	35	8.174516	414	192.692397	500	242.403205	246	144.909267	159	61.611692	70	34.746438	26	13.984698	36	14.141327	88	37.309557	43	14.470903	57	28.208061	52	17.928117	18	5.816732	36	12.999403	52	14.577713	51	16.158452	35	15.080844
hsa-mir-2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-2277	0	0	1	0.465441	4	1.939226	0	0	0	0	1	0.496378	0	0	3	1.178444	4	1.695889	3	1.009598	0	0	5	1.723857	3	0.969455	1	0.361095	0	0	0	0	0	0
hsa-mir-2278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-2355	117	27.32624	111	51.663904	141	68.357704	93	54.782772	178	68.974096	83	41.199348	343	184.490433	142	55.779678	88	37.309557	134	45.095373	65	32.167087	190	65.50658	131	42.332884	122	44.053532	86	24.109295	168	53.227841	133	57.307208
hsa-mir-23a	8704	2032.885378	12275	5713.283022	15621	7573.160923	9369	5518.922441	9673	3748.238351	8282	4110.999978	5872	3158.390146	11029	4332.352606	10073	4270.672356	11346	3818.299299	8529	4220.816658	21082	7268.472166	10316	3333.633864	9252	3340.846507	15031	4213.800104	10663	3378.38373	12107	5216.679414
hsa-mir-23b	2878	672.178782	2182	1015.591328	3201	1551.865317	2985	1758.350249	2699	1045.848786	2838	1408.719867	1486	799.27925	2831	1112.058231	3172	1344.83994	3423	1151.951216	2442	1208.492705	9568	3298.773441	3890	1257.060463	2321	838.100383	4704	1318.722353	3192	1011.328976	3095	1333.577499
hsa-mir-23c	1	0.233558	0	0	1	0.484806	0	0	0	0	3	1.489133	0	0	1	0.392815	1	0.423972	0	0	1	0.494878	6	2.068629	3	0.969455	0	0	2	0.560681	0	0	2	0.861763
hsa-mir-24-1	21	4.90471	26	12.101455	36	17.453031	21	12.370303	21	8.137393	25	12.409442	22	11.833206	43	16.891029	20	8.479445	35	11.778642	11	5.443661	63	21.720603	17	5.49358	23	8.305174	61	17.100779	25	7.92081	25	10.772031
hsa-mir-24-2	3207	749.019233	3400	1582.497945	5692	2759.518083	2146	1264.127181	2774	1074.910905	1967	976.374904	5244	2820.605914	2165	850.443684	2517	1067.138124	3652	1229.01719	1574	778.938377	3225	1111.887996	2999	969.132218	2854	1030.563762	3837	1075.667021	3280	1039.210226	2102	905.712408
hsa-mir-25	32880	7679.373991	44672	20792.161236	31289	15169.107748	15943	9391.416423	24957	9670.710693	18081	8975.004902	14454	7774.416072	24680	9694.665184	22254	9435.078191	21888	7366.026357	18094	8954.327191	40032	13801.891554	23496	7592.774455	26657	9625.696642	29640	8309.29646	31367	9938.081447	18105	7801.10521
hsa-mir-26a-1	17	3.970479	13	6.050727	15	7.272096	9	5.301559	11	4.262444	25	12.409442	1	0.537873	38	14.926956	18	7.6315	37	12.451708	16	7.918052	46	15.859488	20	6.463036	32	11.555025	72	20.184526	39	12.356463	22	9.479388
hsa-mir-26a-2	7219	1686.052337	3105	1445.192976	8341	4043.770262	2288	1347.773993	4981	1930.112191	4996	2479.902909	7512	4040.501835	4424	1737.811944	3735	1583.53631	12365	4161.226056	2984	1476.71672	14856	5121.924983	6701	2165.440144	5733	2070.154888	14553	4079.79728	7701	2439.926203	4310	1857.09823
hsa-mir-26b	1422	332.118912	1004	467.302334	3133	1518.898481	479	282.160727	1268	491.343557	1107	549.490096	1117	600.80412	1084	425.811064	1007	426.940044	3362	1131.422725	632	312.763059	5045	1739.372075	1745	563.899873	1347	486.39432	3525	988.200743	1706	540.51605	823	354.615277
hsa-mir-27a	2200	513.826727	1124	523.155203	2631	1275.525663	1101	648.557328	1621	628.129264	1118	554.950251	1920	1032.716124	2641	1037.42345	1668	707.185693	2935	987.723289	1606	794.774482	4137	1426.319578	1878	606.879061	1866	673.802376	2294	643.10142	1935	613.070667	1950	840.218457
hsa-mir-27b	2144	500.747501	623	289.969476	1570	761.146063	987	581.404253	1220	472.743801	1245	617.990216	1508	811.112456	1279	502.409918	1199	508.342714	2428	817.101242	895	442.91604	3763	1297.375048	1703	550.327498	1398	504.81014	1857	520.592562	1551	491.40703	1228	529.122187
hsa-mir-28	26612	6215.434934	10461	4868.973825	11612	5629.572027	12388	7297.3008	18576	7198.105615	14406	7150.816914	8550	4598.81399	15556	6110.624457	16236	6883.613261	18748	6309.313877	15740	7789.383773	25217	8694.102201	22388	7234.722272	20449	7384.021856	23573	6608.46982	21384	6775.143739	17526	7551.624961
hsa-mir-2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-296	6	1.401346	21	9.774252	26	12.604967	7	4.123434	15	5.812424	12	5.956532	8	4.302984	20	7.856293	19	8.055473	32	10.769044	3	1.484635	22	7.584972	16	5.170429	22	7.944079	51	14.297372	18	5.702983	5	2.154406
hsa-mir-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-299	28	6.539613	1	0.465441	34	16.483418	5	2.94531	19	7.362403	12	5.956532	12	6.454476	48	18.855102	43	18.230806	21	7.067185	16	7.918052	26	8.964058	35	11.310313	45	16.249253	39	10.933285	19	6.019815	9	3.877931
hsa-mir-29a	34246	7998.413677	4652	2165.229541	12439	6030.506928	6286	3702.844109	18530	7180.280849	10419	5171.759088	26327	14160.581979	14084	5532.401315	7808	3310.375237	36036	12127.290105	8547	4229.724467	31231	10767.557832	13688	4423.3017	16604	5995.613424	22398	6279.069572	28333	8976.811988	12851	5537.255071
hsa-mir-29b-1	418	97.627078	302	140.563053	591	286.520588	173	101.907736	350	135.623222	278	137.992996	352	189.331289	343	134.73542	229	97.089643	840	282.687415	237	117.286147	804	277.196263	326	105.347484	327	118.077908	707	198.20083	400	126.732954	258	111.167365
hsa-mir-29b-2	474	110.706304	441	205.259292	787	381.542644	236	139.018646	493	191.034995	298	147.92055	370	199.013003	371	145.734229	268	113.62456	910	306.2447	271	134.112008	874	301.330266	387	125.059743	339	122.411043	793	222.310125	528	167.2875	321	138.312884
hsa-mir-29c	7703	1799.094217	1926	896.438542	4425	2145.268362	2047	1205.810037	4746	1839.050885	3341	1658.397842	5182	2787.257789	3439	1350.889529	2328	987.007371	11015	3706.906996	3000	1484.634772	9241	3186.03317	4382	1416.051143	3817	1378.297786	6366	1784.648491	6196	1963.093463	3643	1569.70043
hsa-mir-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-301a	14	3.269806	20	9.308811	31	15.028999	6	3.534372	1	0.387495	6	2.978266	0	0	11	4.320961	10	4.239722	18	6.057587	11	5.443661	12	4.137258	12	3.877821	8	2.888756	14	3.924769	5	1.584162	7	3.016169
hsa-mir-301b	0	0	1	0.465441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336533	0	0	0	0	1	0.323152	1	0.361095	0	0	0	0	0	0
hsa-mir-302a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-302b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-302c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-302d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-302e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-302f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3065	59	13.779899	11	5.119846	18	8.726515	7	4.123434	16	6.199919	12	5.956532	21	11.295333	23	9.034737	75	31.797918	71	23.893817	98	48.498069	106	36.545776	98	31.668875	66	23.832238	42	11.774307	57	18.059446	50	21.544063
hsa-mir-3074	14	3.269806	36	16.755861	30	14.544192	14	8.246869	9	3.487454	8	3.971021	3	1.613619	23	9.034737	12	5.087667	15	5.04799	20	9.897565	21	7.240201	17	5.49358	16	5.777512	24	6.728175	22	6.970312	8	3.44705
